FROM,TO,MODE,BIDIRECTIONAL,WHEELCHAIR,STROLLER,LUGGAGE,CREATED,STATUS
PARK_PURPLE_FRONT_B1,PARK_RING_NE_B1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-03-03T22:06:52Z,ACTIVE
PARK_RED_ALCAMPO_B1,RAMP_B1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-03-03T19:06:20Z,ACTIVE
PARK_RING_E_M1,PARK_RING_E_M2,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-03-03T21:55:38Z,ACTIVE
PARK_RING_E_M2,PARK_RING_SE_B1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-03-03T21:55:39Z,ACTIVE
PARK_RING_N_M2,PARK_RING_N_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-03-03T21:55:32Z,ACTIVE
PARK_RING_NE_B1,PARK_RING_E_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-03-03T21:55:37Z,ACTIVE
PARK_RING_NE_B1,PARK_RING_N_M2,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-03-03T21:55:34Z,ACTIVE
PARK_RING_NW_B1,PARK_RING_N_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-03-03T21:55:29Z,ACTIVE
PARK_RING_NW_B1,PARK_RING_W_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-03-03T21:56:05Z,ACTIVE
PARK_RING_S_M1,PARK_RING_SW_B1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-03-03T21:55:59Z,ACTIVE
PARK_RING_S_M2,PARK_RING_S_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-03-03T21:55:57Z,ACTIVE
PARK_RING_SE_B1,PARK_RING_S_M2,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-03-03T21:55:56Z,ACTIVE
PARK_RING_SW_B1,PARK_RING_W_M2,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-03-03T21:56:00Z,ACTIVE
PARK_RING_W_M2,PARK_GREEN_LEROY_B1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-03-03T22:06:31Z,ACTIVE
PARK_RING_W_M2,PARK_RING_W_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-03-03T21:56:03Z,ACTIVE
PARKING_LOT_E,ENT_E_MAIN,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:09:10.256Z,ACTIVE
PARKING_LOT_W,COR_EXT_W_M4,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:05:07.467Z,ACTIVE
PARKING_LOT_W,EV_CHARGING_1_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:03:53.259Z,ACTIVE
PLAY_KIDS_N_F0,COR_PLZ_N_W_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T21:49:38Z,ACTIVE
PLAY_KIDS_N_F0,SEATING_PLAY_KIDS_N_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:11:12.698Z,ACTIVE
PLAY_KIDS_S_F0,COR_PLZ_CROSS_WE_W_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:28:26.825Z,ACTIVE
PLAY_KIDS_S_F0,SEATING_PLAY_KIDS_S_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:28:21.380Z,ACTIVE
PLAY_KIDS_S_F1,COR_PLZ_FC_N_S_M2,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-24T13:35:00.000Z,ACTIVE
RAMP_B1,CAR_WASH_B1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-24T13:55:00.000Z,ACTIVE
RAMP_B1,PARK_RING_W_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-03-03T22:06:17Z,ACTIVE
RAMP_B1,RAMP_F0,VERTICAL,Verdadero,Falso,Falso,Falso,2026-02-25T13:50:00.000Z,ACTIVE
RAMP1_B1,PARK_RED_ALCAMPO_B1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T19:47:15Z,ACTIVE
RAMP1_B1,PARK_RING_NW_B1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-03-03T22:08:31Z,ACTIVE
RAMP1_B1,RAMP1_F0,VERTICAL,Verdadero,Falso,Falso,Falso,2026-02-25T13:50:00.000Z,ACTIVE
RAMP1_F0,COR_PLZ_N_N_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:14:48.933Z,ACTIVE
RAMP1_F0,PLAY_KIDS_N_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T21:49:52Z,ACTIVE
SEATING_PLAY_KIDS_S_F0,COR_PLZ_MAIN_E_M3,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:28:41.027Z,ACTIVE
SEATING_PLAY_KIDS_S_F1,COR_PLZ_FC_N_S_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-24T13:36:00.000Z,ACTIVE
SEATING_PLAY_KIDS_S_F1,PLAY_KIDS_S_F1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-24T13:35:00.000Z,ACTIVE
SHORTCUT_HM_E_F0,SHORTCUT_HM_W_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:18:55Z,ACTIVE
STORE_ALCAMPO_N,COR_COVERED_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:05:54Z,ACTIVE
STR_C_F0,COR_PLZ_MAIN_E_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:28:54.643Z,ACTIVE
STR_C_F0,STR_C_F1,VERTICAL,Verdadero,Falso,Falso,Falso,2026-02-25T13:50:00.000Z,ACTIVE
STR_C_F1,COR_PLZ_FC_N_S_F1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-24T13:35:00.000Z,ACTIVE
STR_C_MAIN_B1,PARK_RING_E_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-03-03T22:07:30Z,ACTIVE
STR_C_MAIN_B1,STR_C_MAIN_F0,VERTICAL,Verdadero,Falso,Falso,Falso,2026-02-25T13:50:00.000Z,ACTIVE
STR_C_MAIN_F0,COR_PLZ_MAIN_S_M2,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:26:47.897Z,ACTIVE
STR_C_MAIN_F0,ESC_C_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:25:07.215Z,ACTIVE
STR_C_MAIN_OUTSIDE_N_B1,ENT_S_MAIN,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-24T08:55:00.000Z,ACTIVE
STR_C_MAIN_OUTSIDE_N_B1,PARK_RING_E_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-03-03T22:07:41Z,ACTIVE
STR_C_MAIN_OUTSIDE_N_B1,STR_C_MAIN_OUTSIDE_N_F0,VERTICAL,Verdadero,Falso,Falso,Falso,2026-02-25T13:50:00.000Z,ACTIVE
STR_C_MAIN_OUTSIDE_N_F0,COR_PLZ_MAIN_S_M2,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:28:05.191Z,ACTIVE
STR_C_MAIN_OUTSIDE_S_B1,ENT_S_MAIN,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-24T08:55:00.000Z,ACTIVE
STR_C_MAIN_OUTSIDE_S_B1,PARK_RING_E_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-03-03T22:07:39Z,ACTIVE
STR_C_MAIN_OUTSIDE_S_B1,STR_C_MAIN_OUTSIDE_S_F0,VERTICAL,Verdadero,Falso,Falso,Falso,2026-02-25T13:50:00.000Z,ACTIVE
STR_C_MAIN_OUTSIDE_S_F0,COR_PLZ_MAIN_S_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:27:52.294Z,ACTIVE
STR_N_B1,PARK_RED_ALCAMPO_B1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T19:47:12Z,ACTIVE
STR_N_B1,PARK_RING_NW_B1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-03-03T22:08:28Z,ACTIVE
STR_N_B1,STR_N_F0,VERTICAL,Verdadero,Falso,Falso,Falso,2026-02-25T13:50:00.000Z,ACTIVE
STR_N_EXIT_F0,STR_N_EXIT_F1,VERTICAL,Verdadero,Falso,Falso,Falso,2026-02-25T13:50:00.000Z,ACTIVE
STR_N_EXIT_F1,ENT_N_MAIN,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-24T13:32:00.000Z,ACTIVE
STR_W_B1,PARK_BLUE_DECATHLON_B1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-24T08:54:00.000Z,ACTIVE
STR_W_B1,PARK_RING_S_M2,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-03-03T22:06:47Z,ACTIVE
STR_W_B1,STR_W_F0,VERTICAL,Verdadero,Falso,Falso,Falso,2026-02-25T13:50:00.000Z,ACTIVE
STR_W_OUTSIDE_B1,PARK_BLUE_DECATHLON_B1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-24T08:54:00.000Z,ACTIVE
STR_W_OUTSIDE_B1,PARK_RING_S_M2,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-03-03T22:08:04Z,ACTIVE
STR_W_OUTSIDE_B1,STR_W_OUTSIDE_F0,VERTICAL,Verdadero,Falso,Falso,Falso,2026-02-25T13:50:00.000Z,ACTIVE
STR_W1_OUTSIDE_B1,PARK_GREEN_LEROY_B1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-24T08:49:00.000Z,ACTIVE
STR_W1_OUTSIDE_B1,PARK_RING_SW_B1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-03-03T22:08:11Z,ACTIVE
STR_W1_OUTSIDE_B1,STR_W1_OUTSIDE_F0,VERTICAL,Verdadero,Falso,Falso,Falso,2026-02-25T13:50:00.000Z,ACTIVE
WC_C_F0,NODE_DOOR_WC_C_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:14:18.999Z,ACTIVE
WC_N_F0,NODE_DOOR_WC_N_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:14:18.999Z,ACTIVE
WC_S_F0,NODE_DOOR_WC_S_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:14:18.999Z,ACTIVE
WC_C_F1,NODE_DOOR_WC_C_F1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:14:18.999Z,ACTIVE
NODE_DOOR_LASERESTETIC,COR_COVERED_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:14:18.999Z,ACTIVE
NODE_DOOR_CONFORMA,COR_EXT_N_MAIN_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:14:18.999Z,ACTIVE
NODE_DOOR_INFINITYLOVE,COR_MAIN_E1_S,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:14:18.999Z,ACTIVE
NODE_DOOR_CHE,COR_PLZ_FC_S_N_F1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:14:18.999Z,ACTIVE
NODE_DOOR_100_MONTADITOS,COR_PLZ_FC_S_S_F1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:14:18.999Z,ACTIVE
NODE_DOOR_HAAGEN_DASZ,COR_PLZ_N_N_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:14:18.999Z,ACTIVE
COR_PLZ_N_W_F0,NODE_DOOR_WC_N_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:14:18.999Z,ACTIVE
NODE_DOOR_DONDINO,ENT_N_MAIN,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:14:18.999Z,ACTIVE
NODE_DOOR_LIZARRAN,COR_PLZ_FC_S_S_M3,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:14:18.999Z,ACTIVE
NODE_DOOR_MYTAPA,COR_PLZ_FC_S_S_M3,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:14:18.999Z,ACTIVE
NODE_DOOR_TACOBELL,COR_PLZ_FC_N_W_F1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:14:18.999Z,ACTIVE
NODE_DOOR_LOWCOST,COR_PLZ_S_W_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:14:18.999Z,ACTIVE
NODE_DOOR_MASSIMODUTTI_N,COR_MAIN_E_S,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:14:18.999Z,ACTIVE
NODE_DOOR_MASSIMODUTTI_S,COR_PLZ_MAIN_N_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:14:18.999Z,ACTIVE
NODE_DOOR_MISTERMINT,COR_COVERED_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:14:18.999Z,ACTIVE
NODE_DOOR_PEWTER,COR_MAIN_N_M2,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:14:18.999Z,ACTIVE
NODE_DOOR_TIMEROAD,COR_MAIN_N_M2,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:14:18.999Z,ACTIVE
