ANCHOR_ID,ANCHOR_TYPE,NAME,ANCHOR_ROLE,ANCHOR_CLASS,FLOOR,FLOOR_TYPE,VERTICAL,X,Y,POLYGON,WALKABLE,NOTES,STATUS,ACCESS_WHEELCHAIR,ACCESS_STROLLER,ACCESS_LUGGAGE,PRE_SITE_QA,
NODE_DOOR_KIKOMILANO,STORE,KIKO Milano,NODE,DOOR,F0,GROUND,FALSE,0.636,0.3645,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_KOALABAY,STORE,Koala Bay,NODE,DOOR,F0,GROUND,FALSE,0.439,0.142,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_LA_TAGLIATELLA,STORE,La Tagliatella,NODE,DOOR,F1,UPPER,FALSE,0.783,0.5245,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_LASERESTETIC,STORE,Laser Estetic,NODE,DOOR,F0,GROUND,FALSE,0.396,0.2675,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_LEFTIES,STORE,Lefties,NODE,DOOR,F0,GROUND,FALSE,0.537,0.5095,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_LEROY_MERLIN,STORE,Leroy Merlin,NODE,DOOR,F0,GROUND,FALSE,0.401,0.771,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_LEROYMERLIN_PICKUP,STORE,Leroy Merlin,NODE,DOOR,F0,GROUND,FALSE,0.272,0.681,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_LEVIS,STORE,Levi's,NODE,DOOR,F0,GROUND,FALSE,0.434,0.2255,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_LIONOFPORCHES,STORE,Lion of Porches,NODE,DOOR,F0,GROUND,FALSE,0.561,0.6945,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_LIZARRAN,STORE,Lizarran,NODE,DOOR,F1,UPPER,FALSE,0.769,0.5545,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_LOCKER_AMAZON_B1,Locker Amazon,Amazon Parcel Locker,AMENITY,AMENITY,B1,BASEMENT,FALSE,0.452,0.5195,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_LOCKER_CORREOS_B1,Locker Correos,Correos Parcel Locker,AMENITY,AMENITY,B1,BASEMENT,FALSE,0.453,0.5215,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_LOTERIA,STORE,Loteria Nacional,NODE,DOOR,F0,GROUND,FALSE,0.4216,0.4139,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_LOWCOST,STORE,Lowcost,NODE,DOOR,F0,GROUND,FALSE,0.547,0.7445,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_LUXENTER,STORE,Luxenter,NODE,DOOR,F0,GROUND,FALSE,0.507,0.4905,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_LUXURYFOOD,STORE,Luxury Food,NODE,DOOR,F0,GROUND,FALSE,0.648,0.5915,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_MANGO,STORE,Mango,NODE,DOOR,F0,GROUND,FALSE,0.589,0.297,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_MARVIMUNDO,STORE,Marvimundo,NODE,DOOR,F0,GROUND,FALSE,0.453,0.3015,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_MASSIMODUTTI_N,STORE,Massimo Dutti,NODE,DOOR,F0,GROUND,FALSE,0.649,0.4715,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_MASSIMODUTTI_S,STORE,Massimo Dutti,NODE,DOOR,F0,GROUND,FALSE,0.649,0.4715,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_MAXCOLCHON,STORE,Maxcolchon,NODE,DOOR,F0,GROUND,FALSE,0.547,0.7445,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_MAXIMA,STORE,Maxima,NODE,DOOR,F0,GROUND,FALSE,0.481,0.163,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_MAYKA_N,STORE,Mayka,NODE,DOOR,F0,GROUND,FALSE,0.516,0.2245,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_MAYKA_S,STORE,Mayka,NODE,DOOR,F0,GROUND,FALSE,0.612,0.5245,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_ME,STORE,ME,NODE,DOOR,F0,GROUND,FALSE,0.464,0.4065,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_MEDIAMARKT,STORE,MediaMarkt,NODE,DOOR,F0,GROUND,FALSE,0.742,0.518,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_MISAKO,STORE,Misako,NODE,DOOR,F0,GROUND,FALSE,0.629,0.233,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_MISTERMINT,STORE,Mister Mint,NODE,DOOR,F0,GROUND,FALSE,0.396,0.2675,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_MR_PEOPLE,STORE,Mr. People,NODE,DOOR,F0,GROUND,FALSE,0.645,0.6265,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_MUERDELAPASTA,STORE,Muerde La Pasta,NODE,DOOR,F1,UPPER,FALSE,0.586,0.5075,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_MYTAPA,STORE,My Tapa,NODE,DOOR,F1,UPPER,FALSE,0.769,0.5545,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_NAILS,STORE,Nails,NODE,DOOR,F0,GROUND,FALSE,0.399,0.2955,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_NATURAGIFTSHOP,STORE,Natura Gift Shop,NODE,DOOR,F0,GROUND,FALSE,0.759,0.5605,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_NORAUTO,STORE,Norauto,NODE,DOOR,F0,GROUND,FALSE,0.774,0.283,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_OYSHO,STORE,Oysho,NODE,DOOR,F0,GROUND,FALSE,0.69,0.485,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_PACOMARTINEZ,STORE,Paco Martinez,NODE,DOOR,F0,GROUND,FALSE,0.652,0.6095,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_PALPELO_E,STORE,Palpelo,NODE,DOOR,F0,GROUND,FALSE,0.404,0.23,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_PALPELO_W,STORE,Palpelo,NODE,DOOR,F0,GROUND,FALSE,0.396,0.2675,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_PANDORA,STORE,Pandora,NODE,DOOR,F0,GROUND,FALSE,0.631,0.6025,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_PARFOIS,STORE,Parfois,NODE,DOOR,F0,GROUND,FALSE,0.531,0.184,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_PASGAR,STORE,Pasgar,NODE,DOOR,F0,GROUND,FALSE,0.641,0.4825,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_PEPEJEANS,STORE,Pepe Jeans,NODE,DOOR,F0,GROUND,FALSE,0.547,0.7445,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_PEWTER,STORE,Pewter,NODE,DOOR,F0,GROUND,FALSE,0.581,0.5145,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_PHARMACY,STORE,Pharmacy,NODE,DOOR,F0,GROUND,FALSE,0.516,0.807,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_POLINESIA,STORE,Polinesia,NODE,DOOR,F0,GROUND,FALSE,0.541,0.2335,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_POPEYES,STORE,Popeyes,NODE,DOOR,F1,UPPER,FALSE,0.712,0.4685,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_PRIMARK,STORE,Primark,NODE,DOOR,F0,GROUND,FALSE,0.329,0.15,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_PRIMICHI,STORE,Primichi ,NODE,DOOR,F0,GROUND,FALSE,0.496,0.171,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_PRIMOR,STORE,Primor,NODE,DOOR,F0,GROUND,FALSE,0.387,0.114,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_PULLBEAR,STORE,Pull&Bear,NODE,DOOR,F0,GROUND,FALSE,0.613,0.551,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_PUNTROMA,STORE,Punt Roma,NODE,DOOR,F0,GROUND,FALSE,0.499,0.4615,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_RESTAURANTCASACARMEN,STORE,Restaurant Casa Carmen,NODE,DOOR,F1,UPPER,FALSE,0.596,0.4365,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_RITUALS,STORE,Rituals,NODE,DOOR,F0,GROUND,FALSE,0.431,0.2145,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_ROBERTOMARTIN,STORE,Roberto Martin,NODE,DOOR,F0,GROUND,FALSE,0.43,0.3265,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_RXS,STORE,RXS,NODE,DOOR,F0,GROUND,FALSE,0.47,0.3805,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_SANTOSOCHOA,STORE,Santos Ochoa,NODE,DOOR,F0,GROUND,FALSE,0.633,0.308,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_SAXO,STORE,Saxo,NODE,DOOR,F0,GROUND,FALSE,0.639,0.6415,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_SCOTTA,STORE,Scotta,NODE,DOOR,F0,GROUND,FALSE,0.598,0.6555,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_SMOOY,STORE,Smooy,NODE,DOOR,F0,GROUND,FALSE,0.429,0.3485,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_SOLOOPTICAL_E,STORE,Solooptical,NODE,DOOR,F0,GROUND,FALSE,0.461,0.4505,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_SOLOOPTICAL_W,STORE,Solooptical,NODE,DOOR,F0,GROUND,FALSE,0.437,0.4645,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_SPRINGFIELD,STORE,Springfield,NODE,DOOR,F0,GROUND,FALSE,0.566,0.5295,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_STARBUCKS,STORE,Starbucks,NODE,DOOR,F0,GROUND,FALSE,0.512,0.1995,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_STRADIVARIUS,STORE,Stradivarius,NODE,DOOR,F0,GROUND,FALSE,0.612,0.513,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_SUPERDRY,STORE,Superdry,NODE,DOOR,F0,GROUND,FALSE,0.588,0.2715,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_SWAROVSKI,STORE,Swarovski,NODE,DOOR,F0,GROUND,FALSE,0.661,0.5945,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_TACOBELL,STORE,Taco Bell,NODE,DOOR,F1,UPPER,FALSE,0.586,0.5075,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_TEASHOP,STORE,Tea Shop,NODE,DOOR,F0,GROUND,FALSE,0.608,0.6385,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_TERRASSA,STORE,Terrassa,NODE,DOOR,F0,GROUND,FALSE,0.699,0.5835,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_THEBODYSHOP,STORE,The Body Shop,NODE,DOOR,F0,GROUND,FALSE,0.605,0.6485,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_THEFITZGERALD,STORE,The Fitzgerald,NODE,DOOR,F1,UPPER,FALSE,0.586,0.5075,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_THENORTHFACE,STORE,The North Face,NODE,DOOR,F0,GROUND,FALSE,0.541,0.201,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_TIENDANIMAL,STORE,Tiendanimal,NODE,DOOR,F0,GROUND,FALSE,0.443,0.2665,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_TIMEROAD,STORE,Time Road,NODE,DOOR,F0,GROUND,FALSE,0.581,0.5145,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_TOUS,STORE,Tous,NODE,DOOR,F0,GROUND,FALSE,0.611,0.7325,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_TRAMAS,STORE,Tramas,NODE,DOOR,F0,GROUND,FALSE,0.457,0.4375,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_ULANKA,STORE,Ulanka,NODE,DOOR,F0,GROUND,FALSE,0.455,0.4185,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_UNKNOWN_MAYKA_FLYING,STORE,??? MAYKA/Flying,NODE,DOOR,F0,GROUND,FALSE,0.506,0.2135,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_UNKNOWN_MAYKA_FLYING,,,,,,,,,,,,,,,,,,
NODE_DOOR_UNKNOWN_SUNGLASSES_SMOOY,STORE,???Sunglasses/smooy,NODE,DOOR,F0,GROUND,FALSE,0.429,0.3025,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_UNKNOWN_SUNGLASSES_SMOOY,,,,,,,,,,,,,,,,,,
NODE_DOOR_VANS,STORE,Vans,NODE,DOOR,F0,GROUND,FALSE,0.587,0.2735,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_WC_CENTER_F0,WC,Restrooms – Central,AMENITY,AMENITY,F0,GROUND,FALSE,0.6416,0.4909,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_WC_CENTER_F1,WC,Restrooms – Upper Floor,AMENITY,AMENITY,F1,UPPER,FALSE,0.5946,0.4419,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_WC_NORTH_F0,WC,Restrooms – North,AMENITY,AMENITY,F0,GROUND,FALSE,0.3466,0.1309,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_WC_SOUTH_F0,WC,Restrooms – South,AMENITY,AMENITY,F0,GROUND,FALSE,0.6036,0.7399,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_WOKCENTER,STORE,Wok Center,NODE,DOOR,F1,UPPER,FALSE,0.693,0.4605,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_WOMENSECRET,STORE,Women Secret,NODE,DOOR,F0,GROUND,FALSE,0.581,0.5145,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_YVESROCHER,STORE,Yves Rocher,NODE,DOOR,F0,GROUND,FALSE,0.574,0.2625,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_ZARA,STORE,Zara,NODE,DOOR,F0,GROUND,FALSE,0.661,0.402,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_DOOR_ZARAHOME,STORE,Zara Home,NODE,DOOR,F0,GROUND,FALSE,0.67,0.47,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_EXT_E_ENTRANCE,NODE,Corridor Outside East,JUNCTION,EXTERIOR,F1,GROUND,FALSE,0.6646,0.2149,,TRUE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_EXT_MAIN_ENTRANCE,NODE,Corridor Outside West,JUNCTION,EXTERIOR,F0,GROUND,FALSE,0.7906,0.6129,,TRUE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_EXT_N_ENTRANCE,NODE,Corridor Outside North,JUNCTION,EXTERIOR,F0,GROUND,FALSE,0.348,0.0669,,TRUE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_EXT_W_ENTRANCE,NODE,Corridor Outside West,JUNCTION,EXTERIOR,F0,GROUND,FALSE,0.4866,0.8339,,TRUE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
NODE_PARKING_GARAGE_LVL_B1,NODE,Parking Garage Circulation Hub,CIRCULATION,PARKING,B1,BASEMENT,FALSE,0.5,0.5,,TRUE,Parking garage circulation hub,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
PARKING_LOT_E,NODE,Outside Parking East,PARKING_OUTDOOR,PARKING,F0,GROUND,FALSE,0.6676,0.2139,,TRUE,Outdoor parking lot (east),PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
PARKING_LOT_N,NODE,Outside Parking North,parking_outdoor,PARKING,F0,GROUND,FALSE,0.312,0.0699,,TRUE,Outdoor parking lot (north),PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
PARKING_LOT_W,NODE,Outside Parking West,parking_outdoor,PARKING,F0,GROUND,FALSE,0.4886,0.8429,,TRUE,Outdoor parking lot (west),PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
PHARMACY_MAIN_F0,PHARMACY,Pharmacy,AMENITY,AMENITY,F0,GROUND,FALSE,0.5276,0.8109,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
PLAY_KIDS_N_F0,PLAY_AREA,Children’s Play Area 3,AMENITY,AMENITY,F0,GROUND,FALSE,0.3706,0.1499,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
PLAY_KIDS_S_F0,PLAY_AREA,Children’s Play Area 1,AMENITY,AMENITY,F0,GROUND,FALSE,0.6876,0.5409,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
PLAY_KIDS_S_F1,PLAY_AREA,Children’s Play Area 2,AMENITY,AMENITY,F1,UPPER,FALSE,0.624,0.4825,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
PLZ_E_CENTER_F0,PLAZA,Plaza de Miguel Hernandez,PLAZA,PLAZA,F0,GROUND,FALSE,0.6286,0.2679,,TRUE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
PLZ_FOOD_COURT_N_F1,PLAZA,Food Court – North,PLAZA,PLAZA,F1,UPPER,FALSE,0.6086,0.4819,,TRUE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
PLZ_FOOD_COURT_S_F1,PLAZA,Food Court – South,PLAZA,PLAZA,F1,UPPER,FALSE,0.7546,0.5899,,TRUE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
PLZ_MAIN_CENTER_F0,PLAZA,Plaza Mayor,PLAZA,PLAZA,F0,GROUND,FALSE,0.6586,0.5269,,TRUE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
PLZ_MAIN_STAGE,PLAZA,Event Stage,AMENITY,AMENITY,F1,GROUND,FALSE,0.6436,0.5219,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
PLZ_N_CENTER_F0,PLAZA,Plaza de la Lonja,PLAZA,PLAZA,F0,GROUND,FALSE,0.3686,0.1679,,TRUE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
PLZ_S_CENTER_F0,PLAZA,Plaza De Las Flores,PLAZA,PLAZA,F0,GROUND,FALSE,0.5806,0.7169,,TRUE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
PLZ_W_CENTER_F0,PLAZA,London Square,PLAZA,PLAZA,F0,GROUND,FALSE,0.4566,0.4799,,TRUE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
RAMP_B1,RAMP,London Square Ramp,VERTICAL,TRANSPORT,B1,BASEMENT,TRUE,0.4456,0.5249,,TRUE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
RAMP_F0,RAMP,London Square Ramp,VERTICAL,TRANSPORT,F0,GROUND,TRUE,0.4386,0.4949,,TRUE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
RAMP1_B1,RAMP,Plaza de la Lonja ,VERTICAL,TRANSPORT,B1,BASEMENT,TRUE,0.3746,0.2009,,TRUE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
RAMP1_F0,RAMP,Plaza de la Lonja ,VERTICAL,TRANSPORT,F0,GROUND,TRUE,0.3686,0.1699,,TRUE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
SEATING_MAIN_F0,SEATING,Main seating,AMENITY,SEATING_AREA,F0,MALL,FALSE,0.6476,0.4979,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
SEATING_PLAY_KIDS_N_F0,SEATING,Kids play seating (North),AMENITY,SEATING_AREA,F0,MALL,FALSE,0.3826,0.1489,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
SEATING_PLAY_KIDS_S_F0,SEATING,Kids play seating (South),AMENITY,SEATING_AREA,F0,MALL,FALSE,0.7116,0.5819,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
SEATING_PLAY_KIDS_S_F1,SEATING,Kids play seating (South),AMENITY,SEATING_AREA,F1,MALL,FALSE,0.6316,0.4729,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
SHORTCUT_HM_E_F0,Shortcut H&M,H&M Shortcut – East,SHORTCUT,AMENITY,0,GROUND,TRUE,0.636,0.385,,TRUE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
SHORTCUT_HM_W_F0,Shortcut H&M,H&M Shortcut – West,SHORTCUT,AMENITY,0,GROUND,TRUE,0.471,0.414,,TRUE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_100_MONTADITOS,STORE,100 Montaditos,DESTINATION,DOOR,F1,GROUND,FALSE,0.717,0.6535,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_ADIDASORIGINALS,STORE,Adidas Originals,DESTINATION,DOOR,F0,UPPER,FALSE,0.735,0.5145,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_ALCAMPO_N,STORE,Al Campo,DESTINATION,DOOR,F0,GROUND,FALSE,0.357,0.249,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_ALCAMPO_S,STORE,Al Campo,DESTINATION,DOOR,F0,GROUND,FALSE,0.38,0.31,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_ALEHOP,STORE,Ale Hop,DESTINATION,DOOR,F0,BASEMENT,FALSE,0.514,0.179,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_ALEJOR,STORE,Alejor,DESTINATION,DOOR,F0,GROUND,FALSE,0.431,0.2605,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_AVATEL,STORE,Avatel,DESTINATION,DOOR,F0,BASEMENT,FALSE,0.43,0.4485,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_BANKCAJARURAL,STORE,Bank Caja Rural,DESTINATION,DOOR,F0,GROUND,FALSE,0.484,0.7965,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_BELROS,STORE,Belros,DESTINATION,DOOR,F0,BASEMENT,FALSE,0.382,0.233,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_BENETTON,STORE,Benetton,DESTINATION,DOOR,F0,GROUND,FALSE,0.647,0.327,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_BERSHKA,STORE,Bershka,DESTINATION,DOOR,F0,UPPER,FALSE,0.596,0.5435,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_BIGGERBETTERBURGER,STORE,Bigger Better Burger,DESTINATION,DOOR,F1,GROUND,FALSE,0.717,0.6535,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_BIJOUBRIGITTE,STORE,Bijou Brigitte,DESTINATION,DOOR,F0,BASEMENT,FALSE,0.641,0.5835,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_BLACK,STORE,Black,DESTINATION,DOOR,F0,GROUND,FALSE,0.583,0.2855,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_BOMBONBOSS,STORE,BomBon Boss,DESTINATION,DOOR,F0,BASEMENT,FALSE,0.427,0.1865,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_BOSTON,STORE,Boston,DESTINATION,DOOR,F0,GROUND,FALSE,0.423,0.2865,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_BOTTICELLI,STORE,Botticelli,DESTINATION,DOOR,F0,BASEMENT,FALSE,0.613,0.6885,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
STORE_BOWLING,STORE,Bowling,DESTINATION,DOOR,F0,GROUND,FALSE,0.733,0.6215,,FALSE,,PRE_SITE_QA,TRUE,TRUE,TRUE,TRUE,
